"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"P-RENARD","4057","Plush made with Fox Fur","","Plush made with Fox Fur","0","45.00","20.50","0.00"
"P-LAPIN","4058","Plush made with Rabbit Fur","","Plush made with Rabbit Fur","1","37.00","17.50","0.00"
"P-CASTOR","4059","Plush made with Beaver Fur","","Plush made with Beaver Fur","1","38.00","17.50","0.00"
"P-MOUFETTE","4060","Plush with Skunk","","Plush with Skunk","2","38.00","17.50","0.00"
"GRO_1","4062","Bear Fat","","Bear Fat","3","34.50","15.00","0.00"
"ML05","4063","Long Mittens in Natural Seal Fur","7654","Size - XS","0","350.00","163.00","0.00"
"ML05","4063","Long Mittens in Natural Seal Fur","7655","Size - S","0","350.00","163.00","0.00"
"ML05","4063","Long Mittens in Natural Seal Fur","7656","Size - M","0","350.00","163.00","0.00"
"ML05","4063","Long Mittens in Natural Seal Fur","7657","Size - L","1","350.00","163.00","0.00"
"ML05","4063","Long Mittens in Natural Seal Fur","7658","Size - XL","0","350.00","163.00","0.00"
"ML05","4063","Long Mittens in Natural Seal Fur","7659","Size - XXL","0","350.00","163.00","0.00"
"TUL-05","4068","Natural Seal Skin Beanie","7690","Size - XS","0","360.00","172.00","0.00"
"TUL-05","4068","Natural Seal Skin Beanie","7691","Size - S","0","360.00","172.00","0.00"
"TUL-05","4068","Natural Seal Skin Beanie","7692","Size - M","0","360.00","172.00","0.00"
"TUL-05","4068","Natural Seal Skin Beanie","7693","Size - L","1","360.00","172.00","0.00"
"TUL-05","4068","Natural Seal Skin Beanie","7694","Size - XL","0","360.00","172.00","0.00"
"ML05C","4073","Mittens in Natural Seal Skin","7672","Size - S","0","239.00","112.00","0.00"
"ML05C","4073","Mittens in Natural Seal Skin","7673","Size - M","1","239.00","112.00","0.00"
"ML05C","4073","Mittens in Natural Seal Skin","7674","Size - L","1","239.00","112.00","0.00"
"ML05C","4073","Mittens in Natural Seal Skin","7675","Size - XL","1","239.00","112.00","0.00"
"ML05C","4073","Mittens in Natural Seal Skin","7676","Size - XXL","0","239.00","112.00","0.00"
"ML05C","4073","Mittens in Natural Seal Skin","7677","Size - XS","0","239.00","112.00","0.00"
"ML01","4074","Long Mittens in Black Seal Fur","7678","Size - S","0","325.00","157.00","0.00"
"ML01","4074","Long Mittens in Black Seal Fur","7679","Size - M","0","325.00","157.00","0.00"
"ML01","4074","Long Mittens in Black Seal Fur","7680","Size - L","0","325.00","157.00","0.00"
"ML01","4074","Long Mittens in Black Seal Fur","7681","Size - XL","0","325.00","157.00","0.00"
"ML01","4074","Long Mittens in Black Seal Fur","7682","Size - XXL","0","325.00","157.00","0.00"
"ML01","4074","Long Mittens in Black Seal Fur","7683","Size - XS","0","325.00","157.00","0.00"
"MVL-05","4075","Mittens in Natural Seal Skin","7684","Size - S","0","172.00","80.00","0.00"
"MVL-05","4075","Mittens in Natural Seal Skin","7685","Size - M","2","172.00","80.00","0.00"
"MVL-05","4075","Mittens in Natural Seal Skin","7686","Size - L","2","172.00","80.00","0.00"
"MVL-05","4075","Mittens in Natural Seal Skin","7687","Size - XL","2","172.00","80.00","0.00"
"MVL-05","4075","Mittens in Natural Seal Skin","7688","Size - XXL","0","172.00","80.00","0.00"
"MVL-05","4075","Mittens in Natural Seal Skin","7689","Size - XS","0","172.00","80.00","0.00"
"MC005","7259","Long Leather Mittens with Natural Coyote","10885","Size - S","1","450.00","210.00","0.00"
"MC005","7259","Long Leather Mittens with Natural Coyote","10886","Size - M","0","450.00","210.00","0.00"
"MC005","7259","Long Leather Mittens with Natural Coyote","10887","Size - L","0","450.00","210.00","0.00"
"MC005","7259","Long Leather Mittens with Natural Coyote","10888","Size - XL","1","450.00","210.00","0.00"
"MCO-05T","7260","Long Trapper Mittens Natural Coyote","8170","Size - S","0","538.00","250.00","0.00"
"MCO-05T","7260","Long Trapper Mittens Natural Coyote","8171","Size - M","0","538.00","250.00","0.00"
"MCO-05T","7260","Long Trapper Mittens Natural Coyote","8172","Size - L","0","538.00","250.00","0.00"
"MCO-05T","7260","Long Trapper Mittens Natural Coyote","8173","Size - XL","0","538.00","250.00","0.00"
"COCO-05","7261","Earmuffs with Natural Coyote","","Earmuffs with Natural Coyote","1","130.00","60.00","0.00"
"COLY-5","7270","Earmuffs with Lynx","","Earmuffs with Lynx","1","160.00","74.00","0.00"
"GFL-01M","7271","Gloves with Black Seal Skin","8174","Size - XS","0","310.00","145.00","0.00"
"GFL-01M","7271","Gloves with Black Seal Skin","8175","Size - S","1","310.00","145.00","0.00"
"GFL-01M","7271","Gloves with Black Seal Skin","8176","Size - M","1","310.00","145.00","0.00"
"GFL-01M","7271","Gloves with Black Seal Skin","8177","Size - L","1","310.00","145.00","0.00"
"GFL-01M","7271","Gloves with Black Seal Skin","8178","Size - XL","1","310.00","145.00","0.00"
"RL-05AC","7272","Aviator Hat Natural Racoon","8179","Size - S","0","325.00","152.00","0.00"
"RL-05AC","7272","Aviator Hat Natural Racoon","8180","Size - M","0","325.00","152.00","0.00"
"RL-05AC","7272","Aviator Hat Natural Racoon","8181","Size - L","0","325.00","152.00","0.00"
"RL-05AC","7272","Aviator Hat Natural Racoon","8182","Size - XL","0","325.00","152.00","0.00"
"RL-05AC","7272","Aviator Hat Natural Racoon","8183","Size - XXL","0","325.00","152.00","0.00"
"GFL-05M","7621","Gloves with Natural Seal Skin","8188","Size - S","0","325.00","150.00","0.00"
"GFL-05M","7621","Gloves with Natural Seal Skin","8189","Size - M","0","325.00","150.00","0.00"
"GFL-05M","7621","Gloves with Natural Seal Skin","8190","Size - L","0","325.00","150.00","0.00"
"GFL-05M","7621","Gloves with Natural Seal Skin","8191","Size - XL","1","325.00","150.00","0.00"
"GFL-05C","7632","Gloves in Natural Seal Skin","8192","Size - S","0","250.00","117.00","0.00"
"GFL-05C","7632","Gloves in Natural Seal Skin","8193","Size - M","1","250.00","117.00","0.00"
"GFL-05C","7632","Gloves in Natural Seal Skin","8194","Size - L","2","250.00","117.00","0.00"
"GFL-05C","7632","Gloves in Natural Seal Skin","8195","Size - XL","0","250.00","117.00","0.00"
"CORA-05","7683","Earmuffs with Silver Fox","","Earmuffs with Silver Fox","1","190.00","88.00","0.00"
"MVAL-01","8283","Mittens in Black Seal Skin","8232","Size - S","0","213.00","99.00","0.00"
"MVAL-01","8283","Mittens in Black Seal Skin","8233","Size - M","0","213.00","99.00","0.00"
"MVAL-01","8283","Mittens in Black Seal Skin","8234","Size - L","0","213.00","99.00","0.00"
"MVAL-01","8283","Mittens in Black Seal Skin","8235","Size - XL","0","213.00","99.00","0.00"
"MVAL-05","8522","Mittens in Natural Seal Skin","8236","Size - XS","1","225.00","102.00","0.00"
"MVAL-05","8522","Mittens in Natural Seal Skin","8237","Size - S","0","225.00","102.00","0.00"
"MVAL-05","8522","Mittens in Natural Seal Skin","8238","Size - M","1","225.00","102.00","0.00"
"MVAL-05","8522","Mittens in Natural Seal Skin","8239","Size - L","0","225.00","102.00","0.00"
"MVAL-05","8522","Mittens in Natural Seal Skin","8240","Size - XL","0","225.00","102.00","0.00"
"LAR-06AC","8535","Aviator Hat with White Rabbit Fur","12638","Size - XS","0","360.00","175.00","0.00"
"LAR-06AC","8535","Aviator Hat with White Rabbit Fur","12639","Size - S","0","360.00","175.00","0.00"
"LAR-06AC","8535","Aviator Hat with White Rabbit Fur","12640","Size - M","0","360.00","175.00","0.00"
"LAR-06AC","8535","Aviator Hat with White Rabbit Fur","12641","Size - L","1","360.00","175.00","0.00"
"LAR-06AC","8535","Aviator Hat with White Rabbit Fur","12642","Size - XL","0","360.00","175.00","0.00"
"LAR-06AC","8535","Aviator Hat with White Rabbit Fur","12643","Size - XXL","0","360.00","175.00","0.00"
"CECO-05","11458","Purse ""Celeste"" with Coyote","","Purse ""Celeste"" with Coyote","1","345.00","150.00","0.00"
"P-LOUPMARIN","12304","Plush with Seal Skin","9637","Size - S","3","11.50","0.00","5.00"
"P-LOUPMARIN","12304","Plush with Seal Skin","9638","Size - M","1","15.00","0.00","7.00"
